Layer-1,Layer-2,Ana-1,Ana-2,Thickness,WaveLength,Core_Real,CoreImag,TotalPower,CorePower,EffectiveArea,EML,CLoss
Au,Ta2O5,1.33,1.34,40,1560,1.4311,-5.03E-09,4.92E-10,4.90E-10,1.89E-11,1.99E+01,1.76E-01
Au,Ta2O5,1.33,1.34,40,1580,1.4305,-5.86E-09,4.78E-10,4.76E-10,1.64E-11,1.99E+01,2.02E-01
Au,Ta2O5,1.33,1.34,40,1600,1.43,-6.69E-09,4.61E-10,4.60E-10,1.77E-11,1.99E+01,2.28E-01
Au,Ta2O5,1.33,1.34,40,1620,1.4294,-7.41E-09,4.46E-10,4.44E-10,1.89E-11,1.99E+01,2.50E-01
Au,Ta2O5,1.33,1.34,40,1640,1.4289,-8.08E-09,4.35E-10,4.34E-10,1.72E-11,19.862,2.69E-01
Au,Ta2O5,1.33,1.34,40,1660,1.4283,-8.94E-09,4.34E-10,4.32E-10,1.70E-11,19.86,2.94E-01
Au,Ta2O5,1.33,1.34,40,1680,1.4277,-1.01E-08,4.08E-10,4.06E-10,1.86E-11,19.857,0.32718
Au,Ta2O5,1.33,1.34,40,1700,1.4272,-1.15E-08,3.96E-10,3.94E-10,1.58E-11,19.855,0.36835
Au,Ta2O5,1.33,1.34,40,1720,1.4266,-1.33E-08,3.91E-10,3.90E-10,1.75E-11,19.852,0.42178
Au,Ta2O5,1.33,1.34,40,1740,1.426,-1.55E-08,3.87E-10,3.85E-10,1.81E-11,19.849,0.4877
Au,Ta2O5,1.33,1.34,40,1760,1.4254,-1.84E-08,3.75E-10,3.74E-10,1.61E-11,19.846,5.70E-01
Au,Ta2O5,1.33,1.34,40,1780,1.4248,-2.18E-08,3.74E-10,3.72E-10,1.81E-11,19.843,6.69E-01
Au,Ta2O5,1.33,1.34,40,1800,1.4242,-2.60E-08,3.68E-10,3.66E-10,2.06E-11,19.84,0.78854
Au,Ta2O5,1.33,1.34,40,1820,1.4236,-3.13E-08,3.50E-10,3.48E-10,1.78E-11,19.838,0.93885
Au,Ta2O5,1.33,1.34,40,1840,1.423,-3.77E-08,3.48E-10,3.47E-10,1.96E-11,19.835,1.1196
Au,Ta2O5,1.33,1.34,40,1860,1.4224,-4.56E-08,3.67E-10,3.65E-10,1.92E-11,19.832,1.3374
Au,Ta2O5,1.33,1.34,40,1880,1.4218,-5.58E-08,3.25E-10,3.24E-10,1.80E-11,19.829,1.6189
Au,Ta2O5,1.33,1.34,40,1900,1.4211,-6.82E-08,3.27E-10,3.25E-10,2.01E-11,19.825,1.9582
Au,Ta2O5,1.33,1.34,40,1920,1.4205,-8.38E-08,3.20E-10,3.18E-10,1.83E-11,19.822,2.3809
Au,Ta2O5,1.33,1.34,40,1940,1.4199,-1.03E-07,3.13E-10,3.11E-10,1.76E-11,19.819,2.907
Au,Ta2O5,1.33,1.34,40,1960,1.4192,-1.28E-07,3.05E-10,3.03E-10,1.71E-11,19.816,3.5649
Au,Ta2O5,1.33,1.34,40,1980,1.4186,-1.58E-07,3.20E-10,3.18E-10,1.74E-11,19.813,4.3586
Au,Ta2O5,1.33,1.34,40,2000,1.4179,-1.99E-07,2.99E-10,2.97E-10,1.94E-11,19.809,5.4362
Au,Ta2O5,1.33,1.34,40,2020,1.4173,-2.50E-07,2.88E-10,2.87E-10,1.72E-11,19.806,6.7571
Au,Ta2O5,1.33,1.34,40,2040,1.4166,-3.16E-07,2.87E-10,2.85E-10,2.05E-11,19.802,8.4423
Au,Ta2O5,1.33,1.34,40,2060,1.4159,-4.00E-07,2.81E-10,2.79E-10,1.66E-11,19.799,10.595
Au,Ta2O5,1.33,1.34,40,2080,1.4153,-5.09E-07,2.72E-10,2.71E-10,1.82E-11,19.796,13.36
Au,Ta2O5,1.33,1.34,40,2100,1.4146,-6.51E-07,2.68E-10,2.66E-10,2.04E-11,19.792,16.921
Au,Ta2O5,1.33,1.34,40,2120,1.4139,-8.36E-07,2.61E-10,2.59E-10,1.76E-11,19.788,21.512
Au,Ta2O5,1.33,1.34,40,2140,1.4132,-1.08E-06,2.49E-10,2.47E-10,1.76E-11,19.785,27.428
Au,Ta2O5,1.33,1.34,40,2160,1.4125,-1.39E-06,2.54E-10,2.52E-10,2.16E-11,19.781,35.006
Au,Ta2O5,1.33,1.34,40,2180,1.4118,-1.78E-06,2.49E-10,2.47E-10,2.09E-11,19.777,44.629
Au,Ta2O5,1.33,1.34,40,2200,1.4111,-2.28E-06,2.39E-10,2.37E-10,1.74E-11,19.773,56.628
Au,Ta2O5,1.33,1.34,40,2220,1.4104,-2.89E-06,2.40E-10,2.38E-10,1.73E-11,19.77,71.117
Au,Ta2O5,1.33,1.34,40,2240,1.4097,-3.60E-06,2.35E-10,2.33E-10,2.00E-11,19.766,87.811
Au,Ta2O5,1.33,1.34,40,2260,1.4089,-4.38E-06,2.28E-10,2.26E-10,2.10E-11,19.761,105.84
Au,Ta2O5,1.33,1.34,40,2280,1.4082,-5.16E-06,2.29E-10,2.27E-10,2.25E-11,19.759,123.53
Au,Ta2O5,1.33,1.34,40,2300,1.4075,-5.87E-06,2.22E-10,2.20E-10,1.74E-11,19.753,139.2
Au,Ta2O5,1.33,1.34,40,2320,1.4068,-6.44E-06,2.53E-10,2.50E-10,1.75E-11,19.749,151.58
Au,Ta2O5,1.33,1.34,40,2340,1.406,-6.74E-06,2.16E-10,2.14E-10,2.29E-11,19.745,157.3
Au,Ta2O5,1.33,1.34,40,2360,1.4053,-6.89E-06,2.12E-10,2.10E-10,2.25E-11,19.741,159.4
Au,Ta2O5,1.33,1.34,40,2380,1.4045,-6.89E-06,2.11E-10,2.09E-10,2.02E-11,19.737,157.89
Au,Ta2O5,1.33,1.34,40,2400,1.4037,-6.77E-06,2.04E-10,2.02E-10,1.87E-11,19.733,154.02
Au,Ta2O5,1.33,1.34,40,2420,1.403,-6.60E-06,2.03E-10,2.01E-10,1.85E-11,19.729,148.91
Au,Ta2O5,1.33,1.34,40,2440,1.4022,-6.41E-06,2.02E-10,2.00E-10,2.12E-11,19.724,143.43
Au,Ta2O5,1.33,1.34,40,2460,1.4014,-6.22E-06,1.99E-10,1.96E-10,2.08E-11,19.72,138.03
Au,Ta2O5,1.33,1.34,40,2480,1.4007,-6.05E-06,1.96E-10,1.93E-10,2.24E-11,19.716,133.08
Au,Ta2O5,1.33,1.34,40,2500,1.3999,-5.89E-06,1.93E-10,1.90E-10,1.81E-11,19.712,128.6
Au,Ta2O5,1.33,1.34,45,1500,1.4327,-3.27E-09,4.74E-10,4.73E-10,2.00E-11,1.99E+01,1.19E-01
Au,Ta2O5,1.33,1.34,45,1520,1.4322,-3.96E-09,4.88E-10,4.86E-10,1.88E-11,1.99E+01,1.42E-01
Au,Ta2O5,1.33,1.34,45,1540,1.4316,-4.59E-09,4.58E-10,4.56E-10,1.72E-11,1.99E+01,1.63E-01
Au,Ta2O5,1.33,1.34,45,1560,1.4311,-5.09E-09,4.48E-10,4.47E-10,1.74E-11,1.99E+01,1.78E-01
Au,Ta2O5,1.33,1.34,45,1580,1.4305,-5.54E-09,4.29E-10,4.28E-10,1.95E-11,1.99E+01,1.92E-01
Au,Ta2O5,1.33,1.34,45,1600,1.43,-5.98E-09,4.33E-10,4.32E-10,1.75E-11,1.99E+01,2.04E-01
Au,Ta2O5,1.33,1.34,45,1620,1.4294,-6.63E-09,4.17E-10,4.16E-10,2.05E-11,1.99E+01,2.23E-01
Au,Ta2O5,1.33,1.34,45,1640,1.4289,-7.45E-09,4.09E-10,4.07E-10,2.07E-11,1.99E+01,2.48E-01
Au,Ta2O5,1.33,1.34,45,1660,1.4283,-8.52E-09,3.99E-10,3.98E-10,2.04E-11,1.99E+01,2.80E-01
Au,Ta2O5,1.33,1.34,45,1680,1.4277,-9.90E-09,3.88E-10,3.87E-10,1.99E-11,1.99E+01,3.22E-01
Au,Ta2O5,1.33,1.34,45,1700,1.4272,-1.16E-08,3.76E-10,3.75E-10,2.07E-11,19.854,3.71E-01
Au,Ta2O5,1.33,1.34,45,1720,1.4266,-1.37E-08,3.73E-10,3.72E-10,2.07E-11,19.852,4.34E-01
Au,Ta2O5,1.33,1.34,45,1740,1.426,-1.64E-08,3.53E-10,3.52E-10,2.09E-11,19.849,5.13E-01
Au,Ta2O5,1.33,1.34,45,1760,1.4254,-1.96E-08,3.53E-10,3.51E-10,2.07E-11,19.846,6.07E-01
Au,Ta2O5,1.33,1.34,45,1780,1.4248,-2.37E-08,3.42E-10,3.41E-10,2.01E-11,19.843,7.27E-01
Au,Ta2O5,1.33,1.34,45,1800,1.4242,-2.86E-08,3.29E-10,3.27E-10,1.76E-11,19.841,8.68E-01
Au,Ta2O5,1.33,1.34,45,1820,1.4236,-3.48E-08,3.42E-10,3.41E-10,2.00E-11,19.838,1.04E+00
Au,Ta2O5,1.33,1.34,45,1840,1.423,-4.29E-08,3.23E-10,3.21E-10,2.12E-11,19.834,1.27E+00
Au,Ta2O5,1.33,1.34,45,1860,1.4224,-5.29E-08,3.13E-10,3.12E-10,1.87E-11,19.832,1.55E+00
Au,Ta2O5,1.33,1.34,45,1880,1.4218,-6.54E-08,3.07E-10,3.06E-10,1.76E-11,19.829,1.90E+00
Au,Ta2O5,1.33,1.34,45,1900,1.4211,-8.14E-08,3.05E-10,3.04E-10,1.85E-11,1.98E+01,2.34E+00
Au,Ta2O5,1.33,1.34,45,1920,1.4205,-1.02E-07,2.94E-10,2.93E-10,1.80E-11,19.822,2.89E+00
Au,Ta2O5,1.33,1.34,45,1940,1.4199,-1.28E-07,2.85E-10,2.83E-10,1.81E-11,19.819,3.59E+00
Au,Ta2O5,1.33,1.34,45,1960,1.4192,-1.61E-07,2.87E-10,2.86E-10,2.08E-11,19.816,4.49E+00
Au,Ta2O5,1.33,1.34,45,1980,1.4186,-2.05E-07,2.84E-10,2.83E-10,2.00E-11,19.813,5.65E+00
Au,Ta2O5,1.33,1.34,45,2000,1.4179,-2.62E-07,2.71E-10,2.69E-10,1.89E-11,19.809,7.15E+00
Au,Ta2O5,1.33,1.34,45,2020,1.4173,-3.37E-07,2.70E-10,2.68E-10,2.14E-11,19.806,9.11E+00
Au,Ta2O5,1.33,1.34,45,2040,1.4166,-4.36E-07,2.71E-10,2.70E-10,2.17E-11,19.802,1.17E+01
Au,Ta2O5,1.33,1.34,45,2060,1.4159,-5.68E-07,2.55E-10,2.54E-10,1.93E-11,19.799,1.51E+01
Au,Ta2O5,1.33,1.34,45,2080,1.4153,-7.45E-07,2.52E-10,2.50E-10,1.80E-11,19.796,1.95E+01
Au,Ta2O5,1.33,1.34,45,2100,1.4146,-9.80E-07,2.48E-10,2.46E-10,1.96E-11,19.792,2.55E+01
Au,Ta2O5,1.33,1.34,45,2120,1.4139,-1.29E-06,2.47E-10,2.45E-10,2.08E-11,19.788,3.33E+01
Au,Ta2O5,1.33,1.34,45,2140,1.4132,-1.71E-06,2.36E-10,2.34E-10,2.15E-11,19.785,4.35E+01
Au,Ta2O5,1.33,1.34,45,2160,1.4125,-2.24E-06,2.30E-10,2.28E-10,2.23E-11,19.78,5.65E+01
Au,Ta2O5,1.33,1.34,45,2180,1.4118,-2.89E-06,2.32E-10,2.30E-10,2.23E-11,19.777,7.23E+01
Au,Ta2O5,1.33,1.34,45,2200,1.4111,-3.64E-06,2.28E-10,2.26E-10,1.87E-11,19.773,9.04E+01
Au,Ta2O5,1.33,1.34,45,2220,1.4104,-4.42E-06,2.24E-10,2.22E-10,2.24E-11,19.769,1.09E+02
Au,Ta2O5,1.33,1.34,45,2240,1.4097,-5.11E-06,2.22E-10,2.20E-10,2.12E-11,19.765,1.25E+02
Au,Ta2O5,1.33,1.34,45,2260,1.4089,-5.61E-06,2.14E-10,2.12E-10,1.97E-11,19.761,1.35E+02
Au,Ta2O5,1.33,1.34,45,2280,1.4082,-5.95E-06,2.28E-10,2.26E-10,2.20E-11,19.757,1.42E+02
Au,Ta2O5,1.33,1.34,45,2300,1.4075,-5.87E-06,2.05E-10,2.03E-10,2.03E-11,19.753,1.39E+02
Au,Ta2O5,1.33,1.34,45,2320,1.4068,-5.72E-06,2.06E-10,2.04E-10,2.12E-11,19.75,1.34E+02
Au,Ta2O5,1.33,1.34,45,2340,1.406,-5.48E-06,2.01E-10,1.99E-10,1.82E-11,19.746,1.28E+02
Au,Ta2O5,1.33,1.34,45,2360,1.4053,-5.21E-06,1.97E-10,1.96E-10,2.31E-11,19.741,1.21E+02
Au,Ta2O5,1.33,1.34,45,2380,1.4045,-4.95E-06,1.94E-10,1.92E-10,1.89E-11,19.737,1.13E+02
Au,Ta2O5,1.33,1.34,45,2400,1.4037,-4.70E-06,1.87E-10,1.85E-10,1.91E-11,19.735,1.07E+02
Au,Ta2O5,1.33,1.34,45,2420,1.403,-4.50E-06,1.88E-10,1.86E-10,1.86E-11,19.729,1.01E+02
Au,Ta2O5,1.33,1.34,45,2440,1.4022,-4.32E-06,1.86E-10,1.84E-10,1.96E-11,19.725,9.67E+01
Au,Ta2O5,1.33,1.34,45,2460,1.4014,-4.18E-06,1.85E-10,1.83E-10,2.29E-11,1.97E+01,9.27E+01
Au,Ta2O5,1.33,1.34,45,2480,1.4007,-4.07E-06,1.82E-10,1.80E-10,2.34E-11,1.97E+01,8.95E+01
Au,Ta2O5,1.33,1.34,45,2500,1.3999,-3.98E-06,1.78E-10,1.76E-10,2.00E-11,1.97E+01,8.69E+01
Au,Ta2O5,1.33,1.34,50,1500,1.4327,-3.57E-09,4.65E-10,4.64E-10,1.80E-11,1.99E+01,1.30E-01
Au,Ta2O5,1.33,1.34,50,1520,1.4322,-3.99E-09,4.37E-10,4.36E-10,1.75E-11,1.99E+01,1.43E-01
Au,Ta2O5,1.33,1.34,50,1540,1.4316,-4.27E-09,4.22E-10,4.21E-10,1.73E-11,1.99E+01,1.51E-01
Au,Ta2O5,1.33,1.34,50,1560,1.4311,-4.54E-09,4.11E-10,4.10E-10,1.53E-11,1.99E+01,1.59E-01
Au,Ta2O5,1.33,1.34,50,1580,1.4305,-4.94E-09,4.14E-10,4.13E-10,1.56E-11,1.99E+01,1.71E-01
Au,Ta2O5,1.33,1.34,50,1600,1.43,-5.54E-09,4.04E-10,4.03E-10,1.63E-11,1.99E+01,1.89E-01
Au,Ta2O5,1.33,1.34,50,1620,1.4294,-6.29E-09,3.83E-10,3.81E-10,1.76E-11,1.99E+01,2.12E-01
Au,Ta2O5,1.33,1.34,50,1640,1.4289,-7.28E-09,3.81E-10,3.80E-10,1.70E-11,1.99E+01,2.42E-01
Au,Ta2O5,1.33,1.34,50,1660,1.4283,-8.48E-09,3.67E-10,3.65E-10,1.94E-11,1.99E+01,2.79E-01
Au,Ta2O5,1.33,1.34,50,1680,1.4277,-1.00E-08,3.75E-10,3.74E-10,1.73E-11,1.99E+01,3.26E-01
Au,Ta2O5,1.33,1.34,50,1700,1.4272,-1.20E-08,3.45E-10,3.44E-10,1.57E-11,1.99E+01,3.84E-01
Au,Ta2O5,1.33,1.34,50,1720,1.4266,-1.42E-08,3.41E-10,3.40E-10,2.07E-11,1.99E+01,4.50E-01
Au,Ta2O5,1.33,1.34,50,1740,1.426,-1.72E-08,3.31E-10,3.29E-10,1.97E-11,1.98E+01,5.39E-01
Au,Ta2O5,1.33,1.34,50,1760,1.4254,-2.08E-08,3.32E-10,3.30E-10,2.08E-11,1.98E+01,6.46E-01
Au,Ta2O5,1.33,1.34,50,1780,1.4248,-2.53E-08,3.35E-10,3.33E-10,1.66E-11,1.98E+01,7.77E-01
Au,Ta2O5,1.33,1.34,50,1800,1.4242,-3.11E-08,3.17E-10,3.16E-10,1.60E-11,1.98E+01,9.42E-01
Au,Ta2O5,1.33,1.34,50,1820,1.4236,-3.84E-08,3.03E-10,3.01E-10,1.74E-11,1.98E+01,1.15E+00
Au,Ta2O5,1.33,1.34,50,1840,1.423,-4.76E-08,2.98E-10,2.96E-10,2.12E-11,1.98E+01,1.41E+00
Au,Ta2O5,1.33,1.34,50,1860,1.4224,-5.93E-08,2.91E-10,2.90E-10,1.93E-11,1.98E+01,1.74E+00
Au,Ta2O5,1.33,1.34,50,1880,1.4218,-7.44E-08,2.83E-10,2.82E-10,1.96E-11,1.98E+01,2.16E+00
Au,Ta2O5,1.33,1.34,50,1900,1.4211,-9.10E-08,2.96E-10,2.94E-10,1.94E-11,1.98E+01,2.61E+00
Au,Ta2O5,1.33,1.34,50,1920,1.4205,-1.19E-07,2.73E-10,2.71E-10,2.09E-11,1.98E+01,3.38E+00
Au,Ta2O5,1.33,1.34,50,1940,1.4199,-1.52E-07,2.69E-10,2.68E-10,1.78E-11,1.98E+01,4.27E+00
Au,Ta2O5,1.33,1.34,50,1960,1.4192,-1.95E-07,2.62E-10,2.60E-10,1.71E-11,1.98E+01,5.43E+00
Au,Ta2O5,1.33,1.34,50,1980,1.4186,-2.52E-07,2.67E-10,2.66E-10,1.84E-11,1.98E+01,6.96E+00
Au,Ta2O5,1.33,1.34,50,2000,1.4179,-3.29E-07,2.55E-10,2.53E-10,1.69E-11,1.98E+01,8.98E+00
Au,Ta2O5,1.33,1.34,50,2020,1.4173,-4.33E-07,2.51E-10,2.50E-10,1.72E-11,1.98E+01,1.17E+01
Au,Ta2O5,1.33,1.34,50,2040,1.4166,-5.74E-07,2.44E-10,2.42E-10,2.16E-11,1.98E+01,1.54E+01
Au,Ta2O5,1.33,1.34,50,2060,1.4159,-7.66E-07,2.39E-10,2.38E-10,1.67E-11,1.98E+01,2.03E+01
Au,Ta2O5,1.33,1.34,50,2080,1.4153,-1.03E-06,2.34E-10,2.32E-10,1.92E-11,1.98E+01,2.70E+01
Au,Ta2O5,1.33,1.34,50,2100,1.4146,-1.39E-06,2.28E-10,2.26E-10,1.82E-11,1.98E+01,3.61E+01
Au,Ta2O5,1.33,1.34,50,2120,1.4139,-1.87E-06,2.21E-10,2.19E-10,1.69E-11,1.98E+01,4.80E+01
Au,Ta2O5,1.33,1.34,50,2140,1.4132,-2.48E-06,2.21E-10,2.19E-10,1.85E-11,1.98E+01,6.33E+01
Au,Ta2O5,1.33,1.34,50,2160,1.4125,-3.22E-06,2.16E-10,2.14E-10,2.17E-11,1.98E+01,8.14E+01
Au,Ta2O5,1.33,1.34,50,2180,1.4118,-4.01E-06,2.14E-10,2.13E-10,1.75E-11,1.98E+01,1.00E+02
Au,Ta2O5,1.33,1.34,50,2200,1.4111,-4.71E-06,2.07E-10,2.05E-10,2.15E-11,1.98E+01,1.17E+02
Au,Ta2O5,1.33,1.34,50,2220,1.4104,-5.18E-06,2.00E-10,1.99E-10,2.27E-11,1.98E+01,1.27E+02
Au,Ta2O5,1.33,1.34,50,2240,1.4097,-5.49E-06,2.21E-10,2.19E-10,1.94E-11,1.98E+01,1.34E+02
Au,Ta2O5,1.33,1.34,50,2260,1.4089,-5.25E-06,1.96E-10,1.94E-10,1.76E-11,1.98E+01,1.27E+02
Au,Ta2O5,1.33,1.34,50,2280,1.4082,-5.00E-06,1.93E-10,1.91E-10,2.27E-11,1.98E+01,1.20E+02
Au,Ta2O5,1.33,1.34,50,2300,1.4075,-4.68E-06,1.93E-10,1.92E-10,2.19E-11,1.98E+01,1.11E+02
Au,Ta2O5,1.33,1.34,50,2320,1.4068,-4.36E-06,1.90E-10,1.88E-10,1.74E-11,1.98E+01,1.03E+02
Au,Ta2O5,1.33,1.34,50,2340,1.406,-4.07E-06,1.88E-10,1.87E-10,1.76E-11,1.97E+01,9.50E+01
Au,Ta2O5,1.33,1.34,50,2360,1.4053,-3.81E-06,1.84E-10,1.83E-10,2.05E-11,1.97E+01,8.82E+01
Au,Ta2O5,1.33,1.34,50,2380,1.4045,-3.60E-06,1.86E-10,1.84E-10,1.76E-11,1.97E+01,8.26E+01
Au,Ta2O5,1.33,1.34,50,2400,1.4037,-3.43E-06,1.78E-10,1.76E-10,1.91E-11,1.97E+01,7.81E+01
Au,Ta2O5,1.33,1.34,50,2420,1.403,-3.29E-06,1.76E-10,1.74E-10,1.97E-11,1.97E+01,7.42E+01
Au,Ta2O5,1.33,1.34,50,2440,1.4022,-3.19E-06,1.73E-10,1.71E-10,1.90E-11,1.97E+01,7.13E+01
Au,Ta2O5,1.33,1.34,50,2460,1.4014,-3.18E-06,1.97E-10,1.95E-10,1.96E-11,1.97E+01,7.05E+01
Au,Ta2O5,1.33,1.34,50,2480,1.4007,-3.05E-06,1.69E-10,1.67E-10,2.33E-11,1.97E+01,6.71E+01
Au,Ta2O5,1.33,1.34,50,2500,1.3999,-3.01E-06,1.62E-10,1.60E-10,2.22E-11,1.97E+01,6.57E+01
TiO2,Ta2O5,1.33,1.34,30,1500,1.4327,-3.84E-10,6.72E-10,6.70E-10,1.77E-11,1.99E+01,1.40E-02
TiO2,Ta2O5,1.33,1.34,30,1520,1.4322,-4.19E-10,6.39E-10,6.37E-10,1.54E-11,1.99E+01,1.50E-02
TiO2,Ta2O5,1.33,1.34,30,1540,1.4316,-4.62E-10,6.26E-10,6.24E-10,1.59E-11,1.99E+01,1.64E-02
TiO2,Ta2O5,1.33,1.34,30,1560,1.4311,-5.13E-10,6.17E-10,6.16E-10,1.95E-11,1.99E+01,1.80E-02
TiO2,Ta2O5,1.33,1.34,30,1580,1.4305,-5.75E-10,5.97E-10,5.95E-10,1.55E-11,1.99E+01,1.99E-02
TiO2,Ta2O5,1.33,1.34,30,1600,1.43,-6.47E-10,5.77E-10,5.76E-10,1.56E-11,1.99E+01,2.21E-02
TiO2,Ta2O5,1.33,1.34,30,1620,1.4294,-7.32E-10,5.57E-10,5.56E-10,1.97E-11,1.99E+01,2.47E-02
TiO2,Ta2O5,1.33,1.34,30,1640,1.4289,-8.31E-10,5.45E-10,5.44E-10,1.82E-11,1.99E+01,2.77E-02
TiO2,Ta2O5,1.33,1.34,30,1660,1.4283,-9.47E-10,5.40E-10,5.38E-10,1.97E-11,1.99E+01,3.11E-02
TiO2,Ta2O5,1.33,1.34,30,1680,1.4277,-1.08E-09,5.29E-10,5.27E-10,2.04E-11,1.99E+01,3.51E-02
TiO2,Ta2O5,1.33,1.34,30,1700,1.4272,-1.24E-09,5.15E-10,5.13E-10,1.83E-11,1.99E+01,3.97E-02
TiO2,Ta2O5,1.33,1.34,30,1720,1.4266,-1.42E-09,4.98E-10,4.96E-10,1.58E-11,1.99E+01,4.49E-02
TiO2,Ta2O5,1.33,1.34,30,1740,1.426,-1.62E-09,4.83E-10,4.81E-10,1.59E-11,1.98E+01,5.10E-02
TiO2,Ta2O5,1.33,1.34,30,1760,1.4254,-1.86E-09,4.83E-10,4.81E-10,2.03E-11,1.98E+01,5.78E-02
TiO2,Ta2O5,1.33,1.34,30,1780,1.4248,-2.14E-09,4.71E-10,4.69E-10,1.93E-11,1.98E+01,6.57E-02
TiO2,Ta2O5,1.33,1.34,30,1800,1.4242,-2.46E-09,4.55E-10,4.53E-10,1.62E-11,1.98E+01,7.46E-02
TiO2,Ta2O5,1.33,1.34,30,1820,1.4236,-2.83E-09,4.43E-10,4.41E-10,2.12E-11,1.98E+01,8.48E-02
TiO2,Ta2O5,1.33,1.34,30,1840,1.423,-3.25E-09,4.40E-10,4.38E-10,1.71E-11,1.98E+01,9.64E-02
TiO2,Ta2O5,1.33,1.34,30,1860,1.4224,-3.74E-09,4.27E-10,4.25E-10,1.83E-11,1.98E+01,1.10E-01
TiO2,Ta2O5,1.33,1.34,30,1880,1.4218,-4.29E-09,4.18E-10,4.16E-10,1.64E-11,1.98E+01,1.25E-01
TiO2,Ta2O5,1.33,1.34,30,1900,1.4211,-4.93E-09,4.11E-10,4.09E-10,2.01E-11,1.98E+01,1.42E-01
TiO2,Ta2O5,1.33,1.34,30,1920,1.4205,-5.66E-09,4.08E-10,4.06E-10,1.98E-11,1.98E+01,1.61E-01
TiO2,Ta2O5,1.33,1.34,30,1940,1.4199,-6.50E-09,3.98E-10,3.96E-10,1.77E-11,1.98E+01,1.83E-01
TiO2,Ta2O5,1.33,1.34,30,1960,1.4192,-7.45E-09,3.89E-10,3.87E-10,2.11E-11,1.98E+01,2.07E-01
TiO2,Ta2O5,1.33,1.34,30,1980,1.4186,-8.54E-09,3.82E-10,3.79E-10,1.84E-11,1.98E+01,2.35E-01
TiO2,Ta2O5,1.33,1.34,30,2000,1.4179,-9.78E-09,3.81E-10,3.78E-10,2.17E-11,1.98E+01,2.67E-01
TiO2,Ta2O5,1.33,1.34,30,2020,1.4173,-1.12E-08,3.67E-10,3.64E-10,1.91E-11,1.98E+01,3.03E-01
TiO2,Ta2O5,1.33,1.34,30,2040,1.4166,-1.28E-08,3.55E-10,3.53E-10,1.66E-11,1.98E+01,3.43E-01
TiO2,Ta2O5,1.33,1.34,30,2060,1.4159,-1.46E-08,3.41E-10,3.38E-10,1.66E-11,1.98E+01,3.88E-01
TiO2,Ta2O5,1.33,1.34,30,2080,1.4153,-1.67E-08,3.41E-10,3.39E-10,2.19E-11,1.98E+01,4.39E-01
TiO2,Ta2O5,1.33,1.34,30,2100,1.4146,-1.91E-08,3.30E-10,3.28E-10,1.78E-11,1.98E+01,4.96E-01
TiO2,Ta2O5,1.33,1.34,30,2120,1.4139,-2.18E-08,3.40E-10,3.37E-10,1.82E-11,1.98E+01,5.60E-01
TiO2,Ta2O5,1.33,1.34,30,2140,1.4132,-2.48E-08,3.27E-10,3.25E-10,2.01E-11,1.98E+01,6.32E-01
TiO2,Ta2O5,1.33,1.34,30,2160,1.4125,-2.82E-08,3.22E-10,3.20E-10,1.77E-11,1.98E+01,7.12E-01
TiO2,Ta2O5,1.33,1.34,30,2180,1.4118,-3.20E-08,3.14E-10,3.12E-10,2.22E-11,1.98E+01,8.02E-01
TiO2,Ta2O5,1.33,1.34,30,2200,1.4111,-3.64E-08,3.08E-10,3.05E-10,1.99E-11,1.98E+01,9.03E-01
TiO2,Ta2O5,1.33,1.34,30,2220,1.4104,-4.13E-08,2.98E-10,2.95E-10,2.02E-11,1.98E+01,1.02E+00
TiO2,Ta2O5,1.33,1.34,30,2240,1.4097,-4.69E-08,2.99E-10,2.97E-10,1.74E-11,1.98E+01,1.14E+00
TiO2,Ta2O5,1.33,1.34,30,2260,1.4089,-5.31E-08,2.82E-10,2.79E-10,1.79E-11,1.98E+01,1.28E+00
TiO2,Ta2O5,1.33,1.34,30,2280,1.4082,-6.01E-08,2.86E-10,2.84E-10,2.12E-11,1.98E+01,1.44E+00
TiO2,Ta2O5,1.33,1.34,30,2300,1.4075,-6.79E-08,2.78E-10,2.75E-10,1.76E-11,1.98E+01,1.61E+00
TiO2,Ta2O5,1.33,1.34,30,2320,1.4068,-7.67E-08,2.76E-10,2.74E-10,1.73E-11,1.98E+01,1.80E+00
TiO2,Ta2O5,1.33,1.34,30,2340,1.406,-8.66E-08,2.64E-10,2.62E-10,1.90E-11,1.97E+01,2.02E+00
TiO2,Ta2O5,1.33,1.34,30,2360,1.4053,-9.76E-08,2.70E-10,2.68E-10,2.07E-11,1.97E+01,2.26E+00
TiO2,Ta2O5,1.33,1.34,30,2380,1.4045,-1.10E-07,2.67E-10,2.65E-10,2.28E-11,1.97E+01,2.52E+00
TiO2,Ta2O5,1.33,1.34,30,2400,1.4037,-1.24E-07,2.60E-10,2.58E-10,2.27E-11,1.97E+01,2.81E+00
TiO2,Ta2O5,1.33,1.34,30,2420,1.403,-1.39E-07,2.56E-10,2.53E-10,1.75E-11,1.97E+01,3.14E+00
TiO2,Ta2O5,1.33,1.34,30,2440,1.4022,-1.56E-07,2.56E-10,2.53E-10,2.21E-11,1.97E+01,3.50E+00
TiO2,Ta2O5,1.33,1.34,30,2460,1.4014,-1.75E-07,2.48E-10,2.46E-10,2.29E-11,1.97E+01,3.89E+00
